Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost,Price,Profit,Quantity,Sales,Year,Quarter,Month,Month Number,Shipping Days,Profit Margin,Revenue Per Unit,Profit Per Unit,Loss Order
3663,US-2018-129777,2018-03-07,2018-09-07,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169.0,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",713.07,467.25,-245.82,6,2803.510219,2018,1,March,3,184,-0.08768293346463454,467.25170316666663,-40.97,1
3664,US-2018-129777,2018-03-07,2018-09-07,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,500.67,216.69,-283.98,23,4983.918557,2018,1,March,3,184,-0.05697926175000295,216.69211117391305,-12.34695652173913,1
3665,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,658.19,361.76,-296.43,14,5064.60643,2015,3,August,8,123,-0.058529720738833405,361.75760214285714,-21.173571428571428,1
3666,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",971.43,146.4,-825.04,3,439.1893216,2015,3,August,8,123,-1.878552049021403,146.39644053333333,-275.0133333333333,1
3667,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,228.5,292.48,63.98,18,5264.639134,2015,3,August,8,123,0.012152779776833227,292.4799518888889,3.554444444444444,0
3668,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,919.23,840.02,-79.21,19,15960.35268,2015,3,August,8,123,-0.00496292291205184,840.0185621052632,-4.168947368421052,1
3669,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,675.51,186.12,-489.39,22,4094.61223,2015,3,August,8,123,-0.11952047532471713,186.11873772727273,-22.245,1
3670,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,206.14,861.69,655.55,25,21542.1734,2015,3,August,8,123,0.03043100562917203,861.686936,26.221999999999998,0
3671,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,169.6,601.42,431.82,3,1804.255632,2015,3,August,8,123,0.2393341566135679,601.418544,143.94,0
3672,CA-2015-129364,2015-08-12,2015-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301.0,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,270.29,975.3,705.01,1,975.298394,2015,3,August,8,123,0.7228659498848719,975.298394,705.01,0
3673,CA-2017-104969,2017-08-04,2017-04-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373.0,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,60.56,65.66,5.1,5,328.3096943,2017,3,August,8,-112,0.015534113334282984,65.66193885999999,1.02,0
3674,CA-2017-104969,2017-08-04,2017-04-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373.0,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,932.56,93.17,-839.39,10,931.7452068,2017,3,August,8,-112,-0.900879332540721,93.17452068,-83.939,1
3675,CA-2018-154109,2018-06-11,2018-11-11,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",159.4,896.51,737.12,10,8965.121875,2018,2,June,6,153,0.08222085659041863,896.5121875000001,73.712,0
3676,CA-2018-154109,2018-06-11,2018-11-11,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,885.38,219.27,-666.1,2,438.5462653,2018,2,June,6,153,-1.5188819349409701,219.27313265,-333.05,1
3677,CA-2016-156440,2016-05-12,2016-09-12,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Diego,California,92105.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",739.53,8.76,-730.77,1,8.762568445,2016,2,May,5,123,-83.3967808168145,8.762568445,-730.77,1
3678,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,514.67,60.9,-453.77,8,487.2036654,2016,3,September,9,-55,-0.9313764083187869,60.900458175,-56.72125,1
3679,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,60.31,482.63,422.32,12,5791.589083,2016,3,September,9,-55,0.07291953796232405,482.6324235833333,35.193333333333335,0
3680,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,648.21,289.36,-358.84,8,2314.915775,2016,3,September,9,-55,-0.1550121191774245,289.364471875,-44.855,1
3681,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",915.39,931.81,16.42,11,10249.88084,2016,3,September,9,-55,0.0016019698429977068,931.807349090909,1.492727272727273,0
3682,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",854.42,964.84,110.42,23,22191.35845,2016,3,September,9,-55,0.004975810753036617,964.8416717391304,4.800869565217392,0
3683,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,862.96,501.45,-361.51,1,501.4505308,2016,3,September,9,-55,-0.7209285418907766,501.4505308,-361.51,1
3684,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,843.67,473.2,-370.47,9,4258.796217,2016,3,September,9,-55,-0.08698937002930093,473.1995796666667,-41.163333333333334,1
3685,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,867.66,65.82,-801.84,24,1579.650514,2016,3,September,9,-55,-0.5076059501095443,65.81877141666666,-33.410000000000004,1
3686,CA-2016-132626,2016-09-07,2016-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,93.13,303.18,210.05,20,6063.558754,2016,3,September,9,-55,0.034641372916760234,303.1779377,10.502500000000001,0
3687,CA-2017-102792,2017-12-13,2017-12-19,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503.0,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,622.45,124.31,-498.14,3,372.9325825,2017,4,December,12,6,-1.3357374050308408,124.31086083333334,-166.04666666666665,1
3688,CA-2017-108567,2017-05-20,2017-05-24,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,34952.0,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,340.94,721.31,380.37,7,5049.188367,2017,2,May,5,4,0.07533289953806947,721.3126238571429,54.33857142857143,0
3689,CA-2018-140760,2018-02-06,2018-05-06,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),619.74,970.17,350.43,12,11642.03101,2018,1,February,2,89,0.03010041801975925,970.1692508333334,29.2025,0
3690,CA-2018-140760,2018-02-06,2018-05-06,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204.0,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",916.75,788.41,-128.35,25,19710.14338,2018,1,February,2,89,-0.00651187551127799,788.4057352000001,-5.1339999999999995,1
3691,US-2016-131359,2016-10-30,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.52,961.06,721.54,19,18260.05639,2016,4,October,10,-262,0.03951466439036555,961.0555994736843,37.97578947368421,0
3692,US-2016-131359,2016-10-30,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,588.83,143.31,-445.52,9,1289.828398,2016,4,October,10,-262,-0.3454102892220551,143.31426644444446,-49.50222222222222,1
3693,US-2016-131359,2016-10-30,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,537.11,607.39,70.28,20,12147.88786,2016,4,October,10,-262,0.005785367860647999,607.394393,3.5140000000000002,0
3694,US-2016-131359,2016-10-30,2016-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219.0,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",687.43,130.91,-556.52,23,3010.83337,2016,4,October,10,-262,-0.18483918955634532,130.90579869565218,-24.196521739130436,1
3695,CA-2017-142097,2017-10-15,2017-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,379.93,453.25,73.32,7,3172.726627,2017,4,October,10,5,0.023109460290730556,453.246661,10.474285714285713,0
3696,CA-2017-142097,2017-10-15,2017-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,300.34,936.34,636.0,6,5618.011644,2017,4,October,10,5,0.11320731253365127,936.335274,106.0,0
3697,CA-2017-142097,2017-10-15,2017-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,176.55,378.31,201.76,18,6809.507223,2017,4,October,10,5,0.029629163079309066,378.3059568333333,11.208888888888888,0
3698,CA-2016-151680,2016-11-19,2016-11-21,Second Class,TC-21475,Tony Chapman,Home Office,United States,Seattle,Washington,98115.0,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",925.98,56.38,-869.6,23,1296.699679,2016,4,November,11,2,-0.6706255998078333,56.37824691304348,-37.80869565217392,1
3699,CA-2015-140039,2015-09-13,2015-09-17,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281.0,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,72.54,537.65,465.11,11,5914.123507,2015,3,September,9,4,0.07864394435616577,537.6475915454546,42.28272727272727,0
3700,CA-2018-160416,2018-11-13,2018-11-18,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Yonkers,New York,10701.0,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,822.33,106.93,-715.4,7,748.4901088,2018,4,November,11,5,-0.9557908535985185,106.92715840000001,-102.2,1
3701,CA-2018-169411,2018-12-24,2018-12-29,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",356.4,82.25,-274.14,4,329.0168259,2018,4,December,12,5,-0.8332096671655356,82.254206475,-68.535,1
3702,CA-2017-126543,2017-09-01,2017-01-13,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,43615.0,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",132.28,382.93,250.64,5,1914.634911,2017,3,September,9,-231,0.13090746364229436,382.9269822,50.128,0
3703,CA-2016-104941,2016-06-13,2016-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,892.76,543.32,-349.44,15,8149.859212,2016,2,June,6,6,-0.042876814299500805,543.3239474666667,-23.296,1
3704,CA-2016-104941,2016-06-13,2016-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,468.62,840.18,371.56,12,10082.2075,2016,2,June,6,6,0.03685304036839154,840.1839583333334,30.963333333333335,0
3705,CA-2016-104941,2016-06-13,2016-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601.0,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,927.68,735.85,-191.82,12,8830.230099,2016,2,June,6,6,-0.021723103231672647,735.85250825,-15.985,1
3706,CA-2016-104941,2016-06-13,2016-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,804.99,98.15,-706.84,23,2257.420546,2016,2,June,6,6,-0.3131184400941481,98.14871939130434,-30.73217391304348,1
3707,CA-2018-160087,2018-03-18,2018-03-22,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,95.35,507.29,411.95,4,2029.17918,2018,1,March,3,4,0.2030131217884859,507.294795,102.9875,0
3708,CA-2015-120544,2015-11-23,2015-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150.0,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,792.71,897.77,105.06,8,7182.191283,2015,4,November,11,4,0.014627847666585184,897.773910375,13.1325,0
3709,CA-2015-120544,2015-11-23,2015-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150.0,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",354.61,743.21,388.6,3,2229.637943,2015,4,November,11,4,0.17428838669525637,743.2126476666667,129.53333333333333,0
3710,CA-2015-120544,2015-11-23,2015-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150.0,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,304.28,436.99,132.71,13,5680.853342,2015,4,November,11,4,0.023360926961243846,436.98871861538464,10.208461538461538,0
3711,CA-2018-113670,2018-10-15,2018-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045.0,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,790.29,479.55,-310.73,2,959.1099954,2018,4,October,10,2,-0.32397743896977016,479.5549977,-155.365,1
3712,CA-2018-113670,2018-10-15,2018-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045.0,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,426.36,571.37,145.0,4,2285.477923,2018,4,October,10,2,0.06344406066704325,571.36948075,36.25,0
3713,CA-2018-166198,2018-04-21,2018-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103.0,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",798.12,577.2,-220.92,10,5771.966287,2018,2,April,4,3,-0.03827465182836748,577.1966287,-22.092,1
3714,CA-2018-166198,2018-04-21,2018-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103.0,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,815.42,656.63,-158.79,24,15759.11732,2018,2,April,4,3,-0.010076071950963812,656.6298883333333,-6.61625,1
3715,CA-2015-135608,2015-08-12,2015-10-12,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502.0,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,313.23,381.43,68.21,5,1907.160418,2015,3,August,8,61,0.0357652137472161,381.4320836,13.642,0
3716,CA-2015-135608,2015-08-12,2015-10-12,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,400.75,63.02,-337.72,14,882.3377095,2015,3,August,8,61,-0.3827559406832765,63.02412210714285,-24.122857142857146,1
3717,CA-2018-144568,2018-05-29,2018-02-06,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104.0,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,249.2,641.7,392.49,22,14117.30169,2018,2,May,5,-112,0.02780205513905115,641.6955313636364,17.840454545454545,0
3718,CA-2017-142370,2017-09-19,2017-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,215.19,37.48,-177.71,3,112.4346291,2017,3,September,9,4,-1.5805628694869773,37.4782097,-59.23666666666667,1
3719,CA-2017-142370,2017-09-19,2017-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907.0,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,765.74,716.58,-49.17,22,15764.654,2017,3,September,9,4,-0.0031190028020913114,716.5751818181818,-2.235,1
3720,CA-2017-105900,2017-09-17,2017-09-23,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,458.84,594.9,136.05,20,11897.94845,2017,3,September,9,6,0.011434744449577776,594.8974225,6.8025,0
3721,CA-2017-151155,2017-12-20,2017-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212.0,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,595.55,18.92,-576.62,18,340.6463704,2017,4,December,12,4,-1.6927231583971105,18.924798355555556,-32.034444444444446,1
3722,CA-2017-151155,2017-12-20,2017-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212.0,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,305.2,897.7,592.49,22,19749.3262,2017,4,December,12,4,0.030000517182201387,897.6966454545454,26.93136363636364,0
3723,CA-2018-144036,2018-11-22,2018-11-26,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,222.09,767.68,545.58,23,17656.53259,2018,4,November,11,4,0.03089961164339799,767.6753299999999,23.72086956521739,0
3724,US-2015-169789,2015-12-30,2016-04-01,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,566.92,637.91,70.99,11,7017.013904,2015,4,December,12,93,0.010116839010327831,637.910354909091,6.453636363636363,0
3725,CA-2018-127264,2018-03-04,2018-05-04,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,365.33,368.78,3.45,8,2950.252895,2018,1,March,3,61,0.0011693912768789944,368.781611875,0.43125,0
3726,CA-2017-151512,2017-12-26,2018-02-01,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Denver,Colorado,80219.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,224.4,202.74,-21.66,3,608.2201926,2017,4,December,12,37,-0.035612102760693515,202.7400642,-7.22,1
3727,CA-2017-165169,2017-05-06,2017-11-06,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711.0,East,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,267.15,566.48,299.33,2,1132.96823,2017,2,May,5,184,0.2641998178536745,566.484115,149.665,0
3728,CA-2017-165169,2017-05-06,2017-11-06,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,260.57,45.92,-214.65,13,596.9883183,2017,2,May,5,184,-0.35955477422279075,45.92217833076923,-16.51153846153846,1
3729,CA-2017-165169,2017-05-06,2017-11-06,Standard Class,JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711.0,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,206.06,493.85,287.79,15,7407.815114,2017,2,May,5,184,0.0388495117077243,493.85434093333333,19.186,0
3730,CA-2016-109575,2016-09-18,2016-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,818.58,143.18,-675.41,1,143.1764166,2016,3,September,9,5,-4.717327169089102,143.1764166,-675.41,1
3731,CA-2016-109575,2016-09-18,2016-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,110.66,252.6,141.94,20,5051.975775,2016,3,September,9,5,0.028095938365816888,252.59878874999998,7.0969999999999995,0
3732,CA-2016-109575,2016-09-18,2016-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,846.7,4.01,-842.68,2,8.028705237,2016,3,September,9,5,-104.95839305652166,4.0143526185,-421.34,1
3733,CA-2016-109575,2016-09-18,2016-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,100.39,681.5,581.11,2,1362.997678,2016,3,September,9,5,0.42634702126029594,681.498839,290.555,0
3734,CA-2016-109575,2016-09-18,2016-09-23,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735.0,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",574.42,358.57,-215.85,7,2509.984807,2016,3,September,9,5,-0.08599653647226241,358.5692581428571,-30.835714285714285,1
3735,CA-2018-168193,2018-06-03,2018-11-03,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,91.71,324.7,232.99,8,2597.577503,2018,2,June,6,153,0.08969511005192903,324.697187875,29.12375,0
3736,CA-2018-168193,2018-06-03,2018-11-03,Second Class,RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",48.14,386.67,338.52,20,7733.370353,2018,2,June,6,153,0.04377392838410722,386.66851765,16.926,0
3737,CA-2017-115476,2017-03-17,2017-03-17,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,19711.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,925.78,423.9,-501.88,8,3391.182674,2017,1,March,3,0,-0.14799556622174462,423.89783425,-62.735,1
3738,CA-2017-115476,2017-03-17,2017-03-17,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,19711.0,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",617.81,817.14,199.33,8,6537.119901,2017,1,March,3,0,0.030492021412902033,817.139987625,24.91625,0
3739,CA-2017-133340,2017-09-12,2017-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",551.18,78.52,-472.66,5,392.5847419,2017,3,September,9,92,-1.203969358850928,78.51694838,-94.53200000000001,1
3740,CA-2017-133340,2017-09-12,2017-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201.0,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,955.47,382.59,-572.88,21,8034.480614,2017,3,September,9,92,-0.07130267997681922,382.59431495238096,-27.28,1
3741,CA-2017-133340,2017-09-12,2017-12-13,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",212.67,662.36,449.68,24,15896.55477,2017,3,September,9,92,0.028287890458417866,662.35644875,18.736666666666668,0
3742,CA-2017-137848,2017-01-15,2017-01-21,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011.0,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",46.0,794.6,748.6,22,17481.17559,2017,1,January,1,6,0.04282320694886402,794.5988904545454,34.02727272727273,0
3743,CA-2017-137848,2017-01-15,2017-01-21,Standard Class,WB-21850,William Brown,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,769.28,526.86,-242.42,6,3161.147294,2017,1,January,1,6,-0.07668734717301028,526.8578823333334,-40.40333333333333,1
